Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 16,  1,  16,  64,  2,  8, 0 , 5.78
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  2,  256,  16,  1,  32, 0 , 5.8
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 32,  2,  64,  4,  2,  8, 0 , 33.12
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  256,  2,  4,  64,  2, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  512,  1,  2,  2,  16, 0 , 32.91
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  64,  16,  2,  1,  64, 0 , 19.34
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  1,  512,  8,  8,  2, 0 , 19.41
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 256,  2,  4,  4,  8,  4, 0 , 19.41
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 128,  1,  8,  32,  1,  8, 0 , 11.19
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  128,  4,  1,  32,  4, 0 , 19.48
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 32,  1,  32,  64,  1,  4, 0 , 11.16
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2048,  1,  1,  128,  1,  1, 0 , 19.36
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 512,  2,  8,  1,  32,  1, 0 , 58.15
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 16,  4,  128,  8,  2,  2, 0 , 57.63
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  16,  32,  1,  4,  64, 0 , 11.15
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  4,  32,  512,  1,  1, 0 , 5.8
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 32,  16,  1,  32,  8,  2, 0 , 5.8
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 64,  2,  8,  16,  2,  8, 0 , 11.18
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  256,  1,  8,  8,  8, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  128,  2,  2,  64,  8, 0 , 5.78
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  128,  4,  2,  8,  8, 0 , 19.35
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  1024,  1,  8,  2,  4, 0 , 32.97
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 256,  2,  1,  128,  1,  4, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  8,  16,  8,  4,  32, 0 , 5.78
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  8,  128,  1,  32,  1, 0 , 57.86
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  64,  2,  32,  16,  2, 0 , 5.78
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  512,  2,  2,  4,  4, 0 , 57.72
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  1,  512,  16,  1,  32, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 16,  32,  16,  1,  8,  4, 0 , 58.47
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 16,  64,  1,  2,  2,  64, 0 , 11.17
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  128,  4,  32,  1,  2, 0 , 33.06
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  1,  256,  32,  2,  16, 0 , 5.77
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  1,  512,  1,  32,  2, 0 , 32.96
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 32,  2,  128,  2,  4,  4, 0 , 57.81
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 64,  4,  1,  16,  8,  8, 0 , 5.77
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  8,  64,  1,  2,  64, 0 , 19.48
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 32,  1,  128,  16,  1,  4, 0 , 33.07
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 128,  4,  8,  32,  1,  2, 0 , 32.9
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 128,  4,  8,  2,  1,  32, 0 , 32.98
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  256,  1,  4,  1,  32, 0 , 19.45
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 1,  32,  8,  16,  4,  16, 0 , 5.77
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 128,  2,  1,  64,  1,  16, 0 , 5.78
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  128,  2,  1,  64,  8, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 2,  64,  8,  4,  2,  32, 0 , 11.18
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 64,  2,  2,  1024,  1,  1, 0 , 5.77
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  1,  128,  16,  8,  2, 0 , 11.14
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 16,  4,  8,  2,  4,  64, 0 , 5.79
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 256,  1,  16,  4,  1,  16, 0 , 32.89
Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 4,  32,  2,  1,  32,  32, 0 , 5.78
